"What does “Plan, Do, Review"" mean?",then reflect on what went well,All Skills Level 2
Why is teamwork important when paddling?,It helps with safety and coordination,Paddling Level 3
What is the most important safety rule in Air Activities?,Always follow instructor directions,Air Activities Level 1
What is the principle of flight that keeps a plane in the air?,Lift,Air Activities Level 2
What’s the safest way to store sharp tools when camping?,In a sheath or safely away from people,Camping Level 3
What should you do before crossing private land?,Ask permission from the landowner,Tramping Level 3
What should you do if you notice weather changing fast?,Review your plans and decide if it’s safe to continue,Tramping Level 3
What’s the purpose of reflective gear when biking at night?,To be seen by drivers,Biking Level 3
What should you do if you fall off your bike and are hurt?,Move off the road and call for help,Biking Level 2
What is kaitiakitanga a reminder of?,That Scouts are guardians of the environment,All Skills Level 3
What should you do before a boating trip?,"Check the boat, fuel, weather and tell someone your plan",Boating Level 3
What is the correct way to lift heavy camping gear?,"Bend your knees, not your back",Camping Level 3
Why is it important to know your limits in adventurous activities?,To stay safe and avoid accidents,All Skills Level 3
Why should you never camp under dead trees?,They could fall and cause injury,Camping Level 2
What’s the safest way to carry a knife?,Blade pointed down and away from your body,Camping Level 2
What should you always do after finishing an activity?,Review what went well and what could improve,All Skills Level 4
What should you do if you see someone breaking safety rules?,Remind them kindly and report if necessary,All Skills Level 4
Why is a map and compass important on a tramp?,They help you navigate safely,Navigation Level 3
What’s the best way to check wind direction when flying?,Throw grass or use a wind sock,Air Activities Level 2
Why should you know your local emergency contacts?,For faster response in an emergency,Emergency Skills Level 3
What’s the first thing to check before lighting a gas stove?,Leaks or loose fittings,Camping Level 2
Why is teamwork important in camping setup?,"It makes camp faster, safer and more fun",Camping Level 3
What should you do if your rope gets tangled while climbing?,Stop and fix it safely before continuing,Vertical Level 3
"When planning an overnight tramp, what should you do before you leave?",File an intentions form with a trusted person,Tramping Level 4
What is the most important factor when choosing a river crossing point?,Safety of footing and current strength,Tramping Level 4
Why is it important to carry a personal first aid kit on multi-day trips?,To deal with injuries before help arrives,Tramping Level 4
What’s one way to reduce environmental impact when toileting outdoors?,Dig a cathole at least 50 metres from water and bury waste,Tramping Level 4
What’s the best way to plan meals for a multi-day tramp?,"Use lightweight, high-energy food and plan portions per day",Camping Level 4
Why should you store food separately from sleeping areas?,To avoid attracting animals to your tent,Camping Level 4
What are two signs of hypothermia you should watch for?,Shivering and confusion,Emergency Skills Level 4
When boating at night what extra equipment must you have?,Navigation lights and a torch,Boating Level 4
Why is it important to know how to read a topographic map?,It helps you navigate terrain safely and locate features,Navigation Level 4
What is the first step in an emergency evacuation plan?,Ensure everyone is safe and accounted for,Emergency Skills Level 4
What is the rule of thirds for fuel management in boating?,"One-third out, one-third back, one-third in reserve",Boating Level 4
What should you always do before climbing outdoors?,"Inspect anchors, ropes, and rock surfaces for safety",Vertical Level 4
How do you calculate how much water to carry per person per day on a tramp?,Around 2–3 litres depending on weather and effort,Tramping Level 4
Why is it important to debrief after an adventure?,To review learning and improve safety for next time,All Skills Level 4
What is the purpose of a route card?,"To record route, timings, and emergency contacts",Tramping Level 4
What is the minimum number of people recommended for a river crossing?,"Three, linked together for stability",Tramping Level 4
What is the Beaufort scale used for?,Measuring wind speed,Air Activities Level 4
Why should you check local weather warnings before paddling?,Strong winds or currents can make conditions unsafe,Paddling Level 4
What is the key difference between rescuing from shore and from water?,From shore you reach or throw; from water you risk yourself,Water Safety Level 4
What must every adventure activity have before starting?,A written risk management plan and designated safety leader,All Skills Level 4
What type of paddle should you use for kayaking?,A paddle that matches your height and boat width,Paddling Level 1
Why should you always wear a PFD while paddling?,It keeps you afloat if you fall in the water,Paddling Level 1
What is the correct way to hold a paddle?,"Hands slightly wider than shoulders, curved blades facing you",Paddling Level 1
What should you do if you capsize in a kayak?,Stay with the kayak and signal for help,Paddling Level 1
How do you launch a kayak safely?,"Hold the paddle across the kayak, step in gently, and push off",Paddling Level 1
What does ‘trim’ mean in paddling?,Balancing the weight evenly in the kayak or canoe,Paddling Level 2
What should you check before paddling on a river?,"Weather, water level, and hazards",Paddling Level 2
Why should you avoid paddling near strainers?,They can trap boats and people underwater,Paddling Level 3
What are eddies used for when paddling?,To rest or change direction safely out of the current,Paddling Level 3
What is a draw stroke used for?,To move the kayak sideways without turning,Paddling Level 3
Why is communication important between paddlers?,To coordinate movements and stay safe,Paddling Level 2
What’s one way to prevent blisters while paddling?,Wear gloves or tape fingers,Paddling Level 2
What is the safest way to re-enter a kayak after capsizing?,Use a buddy-assisted rescue or climb in from the stern,Paddling Level 4
What is a ferry glide?,Crossing a current diagonally using paddle strokes,Paddling Level 4
Why should you know the difference between upstream and downstream V’s?,They indicate obstacles or channels in rivers,Paddling Level 4
What is the first thing to do if your kayak drifts toward a rapid?,Paddle to shore or into an eddy immediately,Paddling Level 3
What’s one key safety signal used on water?,Raised paddle vertically means ‘stop’,Paddling Level 2
Why should you check wind direction before paddling on a lake?,Wind can make paddling difficult and push you off course,Paddling Level 1
What’s the correct way to carry a kayak with a partner?,"Each hold one end, keeping it level",Paddling Level 1
What type of clothing is best for paddling?,"Quick-drying, non-cotton layers",Paddling Level 1
What should you do if a rope gets caught in the water while boating?,Turn off the motor or stop paddling immediately,Boating Level 1
What is the ‘boating safety triangle’?,"Weather, equipment, and people",Boating Level 2
What’s the purpose of a skipper on a boat?,To take overall responsibility for safety,Boating Level 2
Why should everyone know the basic signals used on the water?,To communicate clearly between boats,Boating Level 2
What colour are port and starboard lights on a boat?,"Red on port, green on starboard",Boating Level 3
What is the correct action if two boats are on a collision course?,Both turn to starboard to pass safely,Boating Level 3
Why is checking the weather essential before boating?,To avoid rough or unsafe water conditions,Boating Level 1
What’s one reason to have a bailer or bucket on a small boat?,To remove water that gets inside,Boating Level 1
What does ‘anchor drag’ mean?,When an anchor fails to hold and the boat drifts,Boating Level 4
What’s one way to reduce the risk of capsizing in a dinghy?,Distribute weight evenly and move carefully,Boating Level 2
What’s the international distress signal using sound?,Five or more short blasts,Boating Level 4
What’s a ‘give-way’ vessel?,The boat that must move to avoid collision,Boating Level 3
What’s the first thing to do before launching a boat?,Check bungs and safety equipment,Boating Level 2
Why is boating at night riskier?,Visibility is reduced and navigation is harder,Boating Level 4
What is the Beaufort scale used for in boating?,Estimating wind strength for safety decisions,Boating Level 4
What is the golden rule of first aid?,Check for danger before helping,Emergency Skills Level 1
What are the three steps of DRSABCD?,"Danger, Response, Send for help, Airway, Breathing, CPR, Defibrillator",Emergency Skills Level 2
What does the term ‘hypothermia’ mean?,Dangerously low body temperature,Emergency Skills Level 2
What should you do if someone has a minor burn?,Cool with running water for 20 minutes,Emergency Skills Level 2
What’s the best way to control bleeding?,Apply direct pressure and elevate if possible,Emergency Skills Level 2
What is shock and what causes it?,Body’s response to lack of blood flow; caused by injury or trauma,Emergency Skills Level 3
What should you do if a person is unconscious but breathing?,Place them in the recovery position,Emergency Skills Level 1
Why is first aid training important for Scouts?,It prepares you to act in emergencies,Emergency Skills Level 1
What’s the best way to treat dehydration?,Give small sips of water regularly,Emergency Skills Level 2
What should you never give someone who is unconscious?,Food or drink,Emergency Skills Level 1
What’s one way to prevent accidents on a bike?,"Regularly check brakes, tyres, and lights",Biking Level 1
What should you always wear when biking?,A properly fitted helmet,Biking Level 1
What’s the correct signal for turning left on a bike?,Left arm straight out,Biking Level 1
What’s the purpose of gears on a bike?,To make pedalling easier or harder for terrain,Biking Level 2
Why should you ride single file on narrow roads?,To keep everyone safe from traffic,Biking Level 2
What is the safe distance to follow another cyclist?,At least one bike length per 10 km/h,Biking Level 3
What’s one way to be visible to cars when biking?,Wear bright or reflective clothing,Biking Level 1
What should you do before going downhill on a bike?,Check brakes and keep both hands on handlebars,Biking Level 2
What’s a common cause of bike crashes?,Loose gravel or poor road awareness,Biking Level 3
Why is hydration important for long rides?,To maintain energy and prevent cramps,Biking Level 2
What does the pre-ride ABCD check stand for?,"Air, Brakes, Chain, Drop test",Biking Level 1
How can you fix a dropped chain?,Lift the rear wheel and guide the chain back on the gears,Biking Level 3
What’s one skill needed for off-road biking?,Balancing your weight over uneven terrain,Biking Level 3
What’s a pump track used for?,Practising balance and bike control,Biking Level 2
Why should you carry tools on long rides?,To fix small mechanical problems,Biking Level 3
What’s the correct hand position for braking?,"Two fingers on the levers, steady pressure",Biking Level 1
What should you do if your tyre goes flat mid-ride?,Move off the road and repair or replace the tube,Biking Level 2
What is the correct way to pass another cyclist?,Call out and pass on the right safely,Biking Level 3
Why should you look over your shoulder before turning?,To check for vehicles or other riders,Biking Level 1
What’s the rule when flying kites near power lines?,Never fly near power lines or roads,Air Activities Level 1
What are the four forces of flight?,"Lift, Weight, Thrust, Drag",Air Activities Level 2
What’s the purpose of a windsock?,Shows wind direction and strength,Air Activities Level 1
Why is knowing the weather important before flying drones or gliders?,Wind and rain can make flying unsafe,Air Activities Level 2
What should you do if a glider gets caught in a tree?,Do not climb—tell an adult or leader,Air Activities Level 1
What’s the function of a rudder on an aircraft?,Controls yaw (left and right movement),Air Activities Level 2
What’s one safety rule when launching rockets?,Stand well back and check area is clear,Air Activities Level 2
What’s the minimum distance to stay from people when flying drones?,At least 30 metres,Air Activities Level 3
What’s the term for the front of an aircraft?,The nose,Air Activities Level 1
What’s the ideal surface for launching model planes?,"Flat, open ground with no obstructions",Air Activities Level 1
What’s a flight plan used for?,"To plan altitude, direction, and duration of a flight",Air Activities Level 4
What does ‘angle of attack’ describe?,The angle between the wing and the airflow,Air Activities Level 4
What’s the safest wind speed for beginner kite flying?,"Light breeze, under 15 km/h",Air Activities Level 1
Why is a pre-flight inspection important?,To make sure the aircraft or drone is safe to operate,Air Activities Level 3
What should you do if radio control is lost while flying?,Reduce throttle and wait for it to glide down safely,Air Activities Level 4
What’s the meaning of ‘lift-off speed’?,Minimum speed for an aircraft to take flight,Air Activities Level 3
Why should you follow aviation rules even for models or drones?,To ensure public and airspace safety,Air Activities Level 3
What is the correct call sign procedure?,"State who you are calling, then your own name",Air Activities Level 4
Why is planning important before a tramp?,"To ensure safety, preparedness, and success",Tramping Level 1
What is a topographic map used for?,Shows land features and elevation for navigation,Tramping Level 2
Why is packing light important for longer tramps?,Heavy packs slow you down and cause fatigue,Tramping Level 3
What’s one way to prevent getting lost?,Keep track of landmarks and check your map regularly,Tramping Level 2
"What is the best footwear for wet, uneven tracks?",Sturdy boots with ankle support,Tramping Level 3
What should you do if a storm approaches while tramping?,Seek shelter away from ridges or trees,Tramping Level 3
What should you do with biodegradable waste on a tramp?,"Carry it out with you, don’t bury it",Tramping Level 2
What is the ‘track code’?,"Follow signs, stay on track, respect others and the environment",Tramping Level 1
Why is group pacing important?,Prevents the group from splitting and keeps everyone safe,Tramping Level 3
What’s a key factor in choosing a campsite on a tramp?,"Flat, well-drained, sheltered, and safe distance from water",Tramping Level 4
What’s the best way to dry wet gear on a tramp?,Hang it in sun or near a fire safely,Tramping Level 2
Why should you record trip details after an activity?,For reflection and safety review,All Skills Level 4
What’s the ‘Plan-Do-Review’ cycle for?,"To plan, carry out, and evaluate learning from activities",All Skills Level 2
Why should Scouts practise sustainability?,To protect nature for future generations,All Skills Level 3
What’s the best way to teach younger Scouts new skills?,Demonstrate safely and give them a turn,All Skills Level 4
What does kaitiakitanga remind Scouts of?,To be guardians of the environment,All Skills Level 2
Why is teamwork essential in outdoor activities?,It keeps everyone safe and builds trust,All Skills Level 3
What knot is commonly used to tie into a climbing harness?,Figure eight,Vertical Level 1
What should you check before starting a climb?,"Harness fitted, rope tied correctly, belay system ready",Vertical Level 1
What’s the command to ask if your belayer is ready?,On belay?,Vertical Level 1
What’s the correct response to 'On belay?',Belay on!,Vertical Level 1
What knot is used to secure the rope to a carabiner?,Clove hitch or double figure eight,Vertical Level 2
Why is it important to wear a helmet when climbing?,To protect your head from falling objects,Vertical Level 1
What does the belayer do?,Controls the rope to protect the climber from falls,Vertical Level 1
Why should you never step on the climbing rope?,It can damage the rope fibres and weaken it,Vertical Level 2
What’s the purpose of a karabiner?,To connect climbing gear together securely,Vertical Level 1
What’s the minimum number of people required for safe top-rope climbing?,Two – a climber and a belayer,Vertical Level 1
What’s the difference between indoor and outdoor climbing?,Indoor uses artificial holds; outdoor uses real rock,Vertical Level 1
What’s a prusik knot used for?,Climbing or backing up a rope,Vertical Level 3
What’s one safety check to perform before abseiling?,"Check harness, rope anchor, and belay device setup",Vertical Level 2
What is the friction device used in abseiling called?,Descender or belay device,Vertical Level 1
Why should you keep your brake hand on the rope at all times?,To control your descent safely,Vertical Level 1
What’s one sign that a climbing rope should be retired?,"Frayed sheath, soft spots, or cuts",Vertical Level 3
What should you do if a rock is knocked loose while climbing?,Yell 'Rock!' loudly to warn others,Vertical Level 2
Why is good communication important in climbing?,To coordinate safely between climber and belayer,Vertical Level 1
What’s a common mistake new climbers make when descending?,Letting go of the rope or going too fast,Vertical Level 1
What’s one way to reduce rope wear when climbing outdoors?,Use rope protectors or extend anchors,Vertical Level 3
What should you inspect before using a harness?,"Stitching, buckles, and webbing for damage",Vertical Level 1
Why should you avoid stepping on the rope near sharp rocks?,It can cause cuts or hidden damage,Vertical Level 2
What’s the purpose of an anchor system?,It holds the climber’s weight and protects from falls,Vertical Level 2
What’s the most stable stance when belaying?,"Feet shoulder-width apart, standing upright facing the wall",Vertical Level 1
What’s the golden rule when belaying?,Never let go of the brake rope,Vertical Level 1
What’s one advantage of climbing with a buddy system?,You can check each other's gear and safety,Vertical Level 1
What’s one sign of a trustworthy belayer?,Maintains focus and proper rope control,Vertical Level 2
Why should knots be checked before every climb?,Loose knots can fail under load,Vertical Level 2
What does 'climbing!' mean when shouted by a climber?,They are starting the climb,Vertical Level 1
What should the belayer reply to 'climbing!'?,Climb on!,Vertical Level 1
What’s the ideal helmet fit for climbing?,"Snug but comfortable, covering the forehead",Vertical Level 1
What’s the best way to descend safely from a climb?,Controlled abseil using a belay device,Vertical Level 2
What’s one way to improve balance when climbing?,Keep hips close to the wall,Vertical Level 1
What’s the purpose of chalk when climbing?,To keep hands dry for better grip,Vertical Level 1
What should you do if your shoe slips while climbing?,Stay calm and reset your footing,Vertical Level 1
Why is stretching before climbing important?,To prevent injury and improve flexibility,Vertical Level 1
What’s one thing you should check before mountain biking downhill?,"Suspension, brakes, and tyre pressure",Biking Level 3
Why should you stay off brake levers when cornering on a bike?,Braking can cause skidding,Biking Level 2
What’s the correct body position for downhill biking?,Stand slightly with knees and elbows bent,Biking Level 3
Why should you never cross a stream at high speed on a bike?,Rocks can be slippery and cause a fall,Biking Level 2
What should you do before starting a group bike ride?,"Discuss route, signals, and safety rules",Biking Level 2
What should you do if your brakes fail while riding?,Use feet or terrain to slow down safely,Biking Level 3
What’s a derailleur on a bike?,A mechanism that moves the chain between gears,Biking Level 2
What’s one safety check for riding at night?,Ensure lights and reflectors are working,Biking Level 1
Why should you lower your seat for rough trails?,To improve control and stability,Biking Level 3
What’s a common trail rule when meeting other users?,Give way to pedestrians and uphill riders,Biking Level 2
What should you do if you fall off your bike?,"Move off the track, check for injuries and bike damage",Biking Level 2
Why is it important to carry water and snacks when biking long distances?,To stay hydrated and maintain energy,Biking Level 2
What’s a chainstay on a bicycle?,Part of the frame connecting bottom bracket to rear axle,Biking Level 4
What’s the benefit of using clip-in pedals?,Improved power transfer and control,Biking Level 3
What’s one good etiquette rule for group riding?,Don’t brake suddenly without warning others,Biking Level 2
Why should you check tyre pressure before every ride?,Low pressure affects handling and causes pinch flats,Biking Level 1
What’s the main advantage of a multi-speed bike?,Easier pedalling on hills and varied terrain,Biking Level 1
What’s the correct gear for climbing steep hills?,A low gear (larger rear cog),Biking Level 2
Question,Answer,Level
What are the four main forces acting on an aircraft in flight?,"Lift, Weight, Thrust, and Drag",Air Activities Level 4
What is the purpose of a pre-flight inspection?,To check that the aircraft or model is airworthy and safe,Air Activities Level 4
What does the term 'stall' mean in flight?,When a wing loses lift due to too high an angle of attack,Air Activities Level 4
What is the angle of attack?,The angle between the wing chord line and the oncoming airflow,Air Activities Level 4
What does a rudder control on an aircraft?,Yaw – turning left or right around the vertical axis,Air Activities Level 4
What does an elevator control on an aircraft?,Pitch – the nose up or down movement,Air Activities Level 4
What does an aileron control on an aircraft?,Roll – the rotation of the wings up or down,Air Activities Level 4
What instrument measures altitude?,Altimeter,Air Activities Level 4
What does the term 'airspeed' mean?,The speed of the aircraft relative to the surrounding air,Air Activities Level 4
What is a 'flight plan'?,"A record of intended route, altitude, and timing for a flight",Air Activities Level 4
What weather condition is most dangerous for small aircraft?,Thunderstorms and strong turbulence,Air Activities Level 4
What causes lift on an aircraft’s wing?,Air moving faster over the top creates lower pressure,Air Activities Level 4
What does the pitot tube measure?,Airspeed,Air Activities Level 4
What is ground effect?,Increased lift and reduced drag when flying close to the ground,Air Activities Level 4
What is a crosswind landing?,Landing when wind blows across the runway,Air Activities Level 4
What is the purpose of flaps on a wing?,To increase lift or drag during takeoff and landing,Air Activities Level 4
What does 'trim' mean in aviation?,Adjusting control surfaces to maintain steady flight,Air Activities Level 4
What is the function of the throttle in an aircraft?,Controls engine power and thrust,Air Activities Level 4
What does VFR stand for in aviation?,Visual Flight Rules,Air Activities Level 4
What does IFR stand for in aviation?,Instrument Flight Rules,Air Activities Level 4
What type of weather information is most important for flight safety?,"Wind, visibility, and cloud cover",Air Activities Level 4
What is the minimum legal distance to operate a drone from people in New Zealand?,At least 30 metres,Air Activities Level 4
What should you do if your model aircraft loses signal?,Throttle down and let it glide down safely,Air Activities Level 4
What is the maximum height allowed for drone flying in New Zealand without special permission?,120 metres (400 feet),Air Activities Level 4
What is an aerodrome traffic circuit?,The standard path flown around an airfield for takeoff and landing,Air Activities Level 4
What is the term for turning around an aircraft’s vertical axis?,Yaw,Air Activities Level 4
What do control surfaces do on an aircraft?,Change the aircraft’s attitude and direction,Air Activities Level 4
What does the acronym METAR refer to?,A coded aviation weather report,Air Activities Level 4
What are the three main axes of flight?,"Pitch, Roll, and Yaw",Air Activities Level 4
What does the term 'glide ratio' mean?,How far an aircraft can travel forward compared to height lost,Air Activities Level 4
What does 'density altitude' affect in aviation?,"Aircraft performance, especially lift and engine power",Air Activities Level 4
What’s the purpose of navigation lights on an aircraft?,To show orientation and prevent collisions at night,Air Activities Level 4
What does a compass show in flight navigation?,Direction relative to magnetic north,Air Activities Level 4
What’s the purpose of an aircraft’s transponder?,To identify the aircraft on radar and transmit altitude,Air Activities Level 4
What does NOTAM stand for?,Notice to Airmen (now Notice to Air Missions),Air Activities Level 4
What is turbulence?,Irregular motion of air causing bumps or shaking,Air Activities Level 4
What is the primary cause of drag on an aircraft?,Air resistance opposing forward motion,Air Activities Level 4
What should a pilot do if encountering unexpected clouds while flying visually?,Turn back or descend to maintain visual contact with the ground,Air Activities Level 4
What’s the correct radio call to announce takeoff?,"‘[Aircraft ID], taking off runway [number]’",Air Activities Level 4
What is the correct call to announce landing intentions?,"‘[Aircraft ID], joining circuit to land runway [number]’",Air Activities Level 4
What’s the best way to check wind direction before flight?,"Look at smoke, flags, or a windsock",Air Activities Level 4
What should you include in a pre-flight safety briefing?,"Emergency procedures, flight plan, and communication methods",Air Activities Level 4
What’s the difference between a glider and a powered aircraft?,A glider has no engine and relies on lift from rising air,Air Activities Level 4
What’s the role of air traffic control (ATC)?,To coordinate aircraft movements and prevent collisions,Air Activities Level 4
What is a flight log used for?,"Recording times, routes, and conditions of each flight",Air Activities Level 4
What is Bernoulli’s principle in flight?,"Faster air has lower pressure, creating lift over a wing",Air Activities Level 4
What does GPS stand for?,Global Positioning System,Air Activities Level 4
What is a pre-takeoff checklist used for?,To verify all systems are ready for safe departure,Air Activities Level 4
What is the main cause of a spin in flight?,One wing stalls before the other,Air Activities Level 4
What is the safest action in a forced landing?,"Select a clear area, maintain airspeed, and warn passengers",Air Activities Level 4
What’s the difference between true north and magnetic north?,True north is geographic; magnetic north follows Earth’s magnetic field,Air Activities Level 4
What does FOD stand for in aviation?,Foreign Object Damage or Debris,Air Activities Level 5
Why is FOD dangerous around aircraft?,It can damage engines or moving parts if sucked in,Air Activities Level 5
Give an example of FOD at an airfield.,"Loose debris like stones, tools, or rubbish",Air Activities Level 5
What should you do if you notice debris on a runway?,Report it immediately to airfield staff,Air Activities Level 5
What is a pre-flight check?,A safety inspection done before flying to ensure the aircraft is airworthy,Air Activities Level 5
Why is a pre-flight check important?,It helps detect problems before takeoff to prevent accidents,Air Activities Level 5
Name one thing to check during a pre-flight inspection.,Fuel levels or control surfaces,Air Activities Level 5
What are two main types of aircraft engines?,Piston and jet engines,Air Activities Level 5
What are the four forces of flight?,"Lift, weight, thrust, and drag",Air Activities Level 5
What is the purpose of the airspeed indicator?,It shows how fast the aircraft is moving through the air,Air Activities Level 5
What does an altimeter measure?,The aircraft's height above sea level,Air Activities Level 5
What does a vertical speed indicator show?,How fast the aircraft is climbing or descending,Air Activities Level 5
What is a turn and bank indicator used for?,To show the aircraft’s rate of turn and balance,Air Activities Level 5
What is the main purpose of the compass in an aircraft?,To indicate direction of flight,Air Activities Level 5
What does RPM stand for on an aircraft instrument?,Revolutions Per Minute,Air Activities Level 5
What is the function of a magneto switch?,It controls the ignition system of the engine,Air Activities Level 5
Why do aircraft have transponders?,To transmit identifying and altitude information to radar systems,Air Activities Level 5
What is Air Traffic Control responsible for?,Managing aircraft movement safely on the ground and in airspace,Air Activities Level 5
What’s the difference between controlled and uncontrolled airspace?,Controlled airspace has ATC services; uncontrolled does not,Air Activities Level 5
What type of map is used for air navigation?,An airspace map or aviation chart,Air Activities Level 5
What do airspace symbols represent on a map?,"Boundaries, navigation aids, and restricted zones",Air Activities Level 5
What is the purpose of navigation in aviation?,To keep the aircraft on the planned route safely,Air Activities Level 5
How can wind affect an aircraft’s navigation?,It changes groundspeed and direction of travel,Air Activities Level 5
What does ‘drift’ mean in aviation?,The sideways movement of an aircraft due to crosswinds,Air Activities Level 5
What can pilots do to correct for wind drift?,Adjust heading to compensate,Air Activities Level 5
